Organisation Name,Section,Costs (Higher),Financial year: End Date
PRICEMINISTER,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
AGORIA,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
Archer Daniels Midland Company (ADM),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
Westinghouse Electric UK Holdings Ltd. (Westinghouse),II - In-house lobbyists and trade/business/professional associations,100000,01/02/2017
Royal Pharmaceutical Society of Great Britain (RPS),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
Institut der deutschen Wirtschaft K_ln e.V. (IW),"IV - Think tanks, research and academic institutions",99999,01/12/2017
Dods Group PLC,II - In-house lobbyists and trade/business/professional associations,599999,01/03/2017
Baines Simmons Ltd (BSL),I - Professional consultancies/law firms/self-employed consultants,24999,01/01/2017
International Association of Dry Cargo Shipowners (Intercargo),"IV - Think tanks, research and academic institutions",9999,01/03/2017
Aviation Emissions Solutions Ltd. (AES Ltd.),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
KS SERVICES (KS SERVICES),II - In-house lobbyists and trade/business/professional associations,9999,01/05/2017
Fortzer,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Rowan Public Affairs (RPA),I - Professional consultancies/law firms/self-employed consultants,24999,01/03/2017
Jaguar Land Rover Limited (JLR),II - In-house lobbyists and trade/business/professional associations,399999,01/03/2017
ZBW - Leibniz Information Centre for Economics (ZBW),"IV - Think tanks, research and academic institutions",99999,01/12/2017
Union of European Football Associations (UEFA),II - In-house lobbyists and trade/business/professional associations,49999,01/06/2017
AEM - Associaç†o de Empresas Emitentes de Valores Cotados em Mercado (aka Portuguese Issuers) (AEM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
pantarhei advisors europe,I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2017
Global Anti-Counterfeiting Group (GACG),III - Non-governmental organisations,9999,01/08/2017
F_d_ration Nationale de la Presse d'Information sp_cialis_e (FNPS),II - In-house lobbyists and trade/business/professional associations,22500,01/12/2017
Association of Learned and Professional Society Publishers (ALPSP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
CAMBAZARD Pierre,I - Professional consultancies/law firms/self-employed consultants,15000,01/12/2017
Croatian Chamber of Economy (HGK),II - In-house lobbyists and trade/business/professional associations,300000,01/12/2017
Traidcraft,II - In-house lobbyists and trade/business/professional associations,24999,01/03/2017
Die Deutsche Kreditwirtschaft (DK),II - In-house lobbyists and trade/business/professional associations,400000,01/12/2017
EDU,"IV - Think tanks, research and academic institutions",24999,01/08/2017
FIRST Public Relations Sp. z o.o. (FIRST PR),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Conseil sup_rieur du notariat (CSN),I - Professional consultancies/law firms/self-employed consultants,199999,01/05/2017
SPHERE Group (SPHERE),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
European Fire Sprinkler Network (EFSN),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
La Française des Jeux (FDJ),II - In-house lobbyists and trade/business/professional associations,299999,01/01/2017
Transatlantic Policy Network (TPN),III - Non-governmental organisations,516433,01/12/2017
The European VAT Club (VAT Club),"IV - Think tanks, research and academic institutions",9999,01/12/2017
BIONTINO EUROPE,I - Professional consultancies/law firms/self-employed consultants,99999,01/05/2017
Cabin Union Denmark (CUD),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
DAIKIN AIRCONDITIONING FRANCE (DAF),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
The NHS Confederation (NHSConfed),III - Non-governmental organisations,499999,01/03/2017
European Ship Suppliers Organization (OCEAN),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Advertising Information Group (AIG),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
German Renewable Energy Federation (BEE),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
International Campaign for Tibet (ICT),III - Non-governmental organisations,299999,01/12/2017
Daikin Airconditioning Poland sp. z o.o. (DAPO),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
International Federation of Aeronautical Information Management Associations (IFAIMA),III - Non-governmental organisations,9999,01/05/2017
"Association Justice & Environment, z.s. (J&E)",III - Non-governmental organisations,199999,01/12/2017
Verband Alternativer Telekom-Netzbetreiber (VAT),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Kooperationsstelle EU der Wissenschaftsorganisationen (KoWi),"IV - Think tanks, research and academic institutions",99999,01/12/2017
International Fur Trade Federation (IFTF),II - In-house lobbyists and trade/business/professional associations,49999,01/04/2017
European Bulk Oil Traders' Association (EBOTA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
"Muoviteollisuus ry, Plastindustrin rf",II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
GLASS ALLIANCE EUROPE AISBL (GAE),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
AXA Investment Managers (AXA IM),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
AG Kino - Gilde deutscher Filmkunsttheater e.V. (AG Kino - Gilde e.V.),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Arbeitsgemeinschaft Dokumentarfilm e.V. (AG DOK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
British Agriculture Bureau (BAB),II - In-house lobbyists and trade/business/professional associations,699999,01/10/2017
F_d_ration Pro Europa Christiana (FPEC),III - Non-governmental organisations,24999,01/06/2017
Mexichem UK Limited,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
The Western Union Company (WU),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Phamaceutical Group of the European Union (PGEU),III - Non-governmental organisations,99999,01/11/2017
Schutzverband gegen unlauteren Wettbewerb (Schutzverband),III - Non-governmental organisations,9999,01/12/2017
DAIKIN Europe NV (DENV),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
International Public Relations Association (IPRA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Federgon (Federgon),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Baxter Healthcare SA (Baxter),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Dober Partners,I - Professional consultancies/law firms/self-employed consultants,399999,01/09/2017
Air Conditioning and Refrigeration European Association (AREA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Hauptverband der Deutschen Bauindustrie (HDB),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
REFCOM (REFCOM),II - In-house lobbyists and trade/business/professional associations,49999,01/02/2017
SKGS,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Daikin Air Conditioning Italy SpA,II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
ARVALIS -Institut du v_g_tal (Arvalis),"IV - Think tanks, research and academic institutions",70000,01/06/2017
ANCRE,I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2017
Andreas STIHL AG & Co. KG (STIHL),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Federation of Environmental Trade Associations (FETA),II - In-house lobbyists and trade/business/professional associations,15000,01/12/2017
FERRERO International,II - In-house lobbyists and trade/business/professional associations,299999,01/08/2017
Bundesverband der Zigarrenindustrie (BdZ),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
International Association of Classification Societies Ltd. (IACS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
TERRAQUI (TERRAQUI),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Mitsubishi Electric Air Conditioning Systems Europe Ltd (M-ACE),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Gesch_ftsstelle der Flussgebietsgemeinschaft Elbe (FGG Elbe),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Council of Gas Detection and Environmental Monitoring (CoGDEM),II - In-house lobbyists and trade/business/professional associations,24999,01/03/2017
Wildlife Conservation Society (WCS),III - Non-governmental organisations,199999,01/06/2017
Regroupement Europ_en pour la FOrmation et la Reconnaissance en MEDecines non conventionnnelles (R.E.FO.R.MEDÂ),II - In-house lobbyists and trade/business/professional associations,24999,01/02/2017
European Organization of Cosmetic Ingredients Industries and Services (UNITIS),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
D&D Consulting Services (D&D),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2017
Brussels Direct,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Zentralverband K_lte Klima W_rmepumpen (ZVKKW),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Mid Sweden European Office (MSEO),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",499999,01/12/2017
European Round Table of Industrialists (ERT),II - In-house lobbyists and trade/business/professional associations,899999,01/12/2017
Cummins Ltd. (CMI),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
DAIKIN AIRCONDITIONING GREECE SA,II - In-house lobbyists and trade/business/professional associations,9999,01/02/2017
Provincie Noord-Brabant (PNB),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/12/2017
ABTA - The Travel Association (ABTA),II - In-house lobbyists and trade/business/professional associations,399999,01/06/2017
