Organisation Name,Section,Costs (Higher),Financial year: End Date
ARCHIMEDE CONSULTANCY SERVICES,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Giulio Marini,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Europtimum Conseil,I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2015
Institute of Public Administration (IPA),"IV - Think tanks, research and academic institutions",9999,01/12/2015
European Sports Security Association (ESSA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
groupe des entreprises du secteur cheval en agriculture (GESCA),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Polska Organizacja Przemys_u i Handlu Naftowego (POPiHN),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Conseil des Notariats de l'Union Europ_enne (CNUE),II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2015
natur&ïmwelt a.s.b.l.,III - Non-governmental organisations,9999,01/12/2015
European Turbine Network (ETN),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
LOTUS NORTH SL (GRUPO IBERFOOD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Peter Jens,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
European Friends of Armenia (EuFoA),III - Non-governmental organisations,99999,01/12/2015
REGIONE EMILIA-ROMAGNA - P.O. GESTIONE PESCA E ACQUACOLTURA (ER PESCA ACQUACOLTUR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
_________ _________ ______________ (_.__._.),III - Non-governmental organisations,9999,01/12/2015
International Confederation of European Beet Growers (CIBE),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2015
Fairwatch,III - Non-governmental organisations,9999,01/12/2015
Deutsche Gesellschaft fôr Politikberatung e.V. (German Association of Political Consultants) (de'ge'pol),II - In-house lobbyists and trade/business/professional associations,1000,01/12/2015
SAW-B (solidarit_ des alternatives wallonnes et bruxelloises) (SAW-B),III - Non-governmental organisations,9999,01/12/2015
L'Europe _ la Une,I - Professional consultancies/law firms/self-employed consultants, -   ,01/12/2015
CEMBUREAU - The European Cement Association (CEMBUREAU),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2015
Openbare Vlaamse Afvalstoffenmaatschappij (OVAM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",300000,01/12/2015
Brabantse Milieufederatie (BMF),III - Non-governmental organisations,9999,01/12/2015
Deutsche Gesellschaft fôr Internationale Zusammenarbeit (GIZ) GmbH (GIZ),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",299999,01/12/2015
JEN Sandra,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
F_d_ration Nationale des Transports Routiers (FNTR),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Transatlantic Institute (TAI),III - Non-governmental organisations,599999,01/12/2015
Private Brauereien Bayern e.V.,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
The Association of European Producers of Steel for Packaging (APEAL),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Droit de Naître,III - Non-governmental organisations,9999,01/12/2015
Commissariat _ l'Energie atomique et aux _nergies alternatives (CEA),"IV - Think tanks, research and academic institutions",199999,01/12/2015
European Social Franchise Network (ESFN),III - Non-governmental organisations,9999,01/12/2015
EXIN Holding BV,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
E-EUROCONSULTING SRL,I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2015
Unione Regionale delle Camere di Commercio del Veneto (UCV),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2015
Fraunhofer-Gesellschaft (FhG),"IV - Think tanks, research and academic institutions",499999,01/12/2015
Verband der Chemischen Industrie e.V. (VCI),II - In-house lobbyists and trade/business/professional associations,4249999,01/12/2015
National Research Council of Italy (C.N.R.),"IV - Think tanks, research and academic institutions",299999,01/12/2015
WindEurope,II - In-house lobbyists and trade/business/professional associations,2749000,01/12/2015
Business Solutions Europa Limited,I - Professional consultancies/law firms/self-employed consultants,299999,01/09/2015
"Agronovo EcoloxÍa, S.L. (AGRONOVO)",I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2015
ABDA-Bundesvereinigung Deutscher Apothekerverb_nde (ABDA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
The International Confederation of Paper and Board Converters in Europe (CITPA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Partnership for European Environmental Research (PEER),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Stichting eIFL.net (EIFL),III - Non-governmental organisations,9999,01/12/2015
The Lisbon Council for Economic Competitiveness and Social Renewal asbl (The Lisbon Council),"IV - Think tanks, research and academic institutions",1249999,01/12/2015
dmd Sant_,II - In-house lobbyists and trade/business/professional associations,1000,01/12/2015
Dutch Fund and Asset Management Association (DUFAS),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
"UNIVERSITA' DEGLI STUDI DELLA CAMPANIA ""LUIGI VANVITELLI""","IV - Think tanks, research and academic institutions",9999,01/12/2015
Conf_d_ration des Petites et Moyennes Entreprises (CPME),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
"D_mocratie, Construction europ_enne et Religions (DECERE)",V - Organisations representing churches and religious communities,9999,01/12/2015
Assembl_e permanente des chambres de m_tiers et de l'artisanat (APCMA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Promotion Jeunesse Unie pour le D_veloppement (PJUD-BENIN  ONG),III - Non-governmental organisations,9999,01/12/2015
Elektrotechnische Werke Fritz Driescher & S_hne GmbH (Driescher Moosburg),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Free Software Foundation Europe e.V. (FSFE),III - Non-governmental organisations,9999,01/12/2015
APG Groep N.V. (APG),II - In-house lobbyists and trade/business/professional associations,375000,01/12/2015
FairValue Corporate & Public Affairs (FVCPA),I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2015
Interprovinciaal Overleg (IPO),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
Repr_sentation de l'Eglise Orthodoxe Roumaine auprès des Institutions europ_ennes (EOR),V - Organisations representing churches and religious communities,24999,01/12/2015
Cittalia Fondazione ANCI Ricerche,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2015
Deutscher Kaelte- und Klimatechnischer Verein e.V. (DKV),III - Non-governmental organisations,9999,01/12/2015
Herbalife Europe Limited (HLF),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Informationszentrum W_rmepumpen und K_ltetechnik e.V. (IZW),III - Non-governmental organisations,9999,01/12/2015
International Federation for Human Rights (FIDH),III - Non-governmental organisations,99999,01/12/2015
Cicero Consulting Limited (Cicero),I - Professional consultancies/law firms/self-employed consultants,699999,01/12/2015
UNI Europa,II - In-house lobbyists and trade/business/professional associations,599999,01/12/2015
MOVING International Road Safety Association e. V. (MOVING),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
European Shooting Sport Council (ESSC),III - Non-governmental organisations,9999,01/12/2015
Stiftung Mercator,III - Non-governmental organisations,6999999,01/12/2015
Interreg CENTRAL EUROPE (Interreg CE),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
SES S.A. (SES),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
"Italian Banking, Insurance and Finance Federation (FeBAF)",II - In-house lobbyists and trade/business/professional associations,216000,01/12/2015
Federation of Belgian Electricity and Gas Companies (FEBEG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Confederation of Swedish Enterprise,II - In-house lobbyists and trade/business/professional associations,699999,01/12/2015
"AGENZIA EUROPEA DEL MEDITERRANEO ""ASSOCIAZIONE PROFESSIONALE""",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Comit_ national des pêches maritimes et des _levages marins (CNPMEM),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
International Diabetes Federation European Region (IDF Europe),III - Non-governmental organisations,9999,01/12/2015
Confederaci„n de la Peque_a y Mediana Empresa Aragonesa (CEPYME ARAGON),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Stena AB (Stena),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2015
Knowledge4Innovation (K4I),III - Non-governmental organisations,99999,01/12/2015
The Diplomatic Economist Ltd. (TDE),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
EUROS / AGENCY (E/A),I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2015
Verkehrsclub Deutschland e.V. (VCD e.V.),III - Non-governmental organisations,399999,01/12/2015
IETM international network for contemporary performing arts (IETM),III - Non-governmental organisations,299999,01/12/2015
Robert Bosch GmbH,II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2015
Standard Life plc (Standard Life),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
Bôro Brôssel des Generalsekretariats der ƒsterreichischen Bischofskonferenz (Bôro Brôssel OEBK),V - Organisations representing churches and religious communities,24999,01/12/2015
EUPLAT - European Association of Public e-Tendering Platform Providers (EUPLAT),II - In-house lobbyists and trade/business/professional associations,15000,01/12/2015
Helsinki Espa_a - Dimensi„n Humana (HE),III - Non-governmental organisations,9999,01/12/2015
Hungarian Grain and Feed Association (HGFA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Appel de Genève / Geneva Call (Geneva Call),III - Non-governmental organisations,9999,01/12/2015
Considerati,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
ONE,III - Non-governmental organisations,499999,01/12/2015
