Organisation Name,Section,Costs (Higher),Financial year: End Date
Magistrats Europ_ens pour la D_mocratie et les Libert_s (MEDEL),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Cambre Associates (Cambre),I - Professional consultancies/law firms/self-employed consultants,599999,01/12/2016
World Apple and Pear Association (WAPA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Industrial Minerals Association - Europe (IMA-Europe),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Associaç o das Empresas de Vinho do Porto (AEVP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Grande Loge F_minine de France (Institut Maçonnique Europ_en) (GLFF (IME)),"IV - Think tanks, research and academic institutions",24999,01/12/2016
Tata Steel Europe (Tata Steel Europe),II - In-house lobbyists and trade/business/professional associations,399999,01/03/2016
Verband Deutscher B™rgschaftsbanken e.V. (VDB),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
IARU - International Amateur Radio Union Region 1 (IARU),III - Non-governmental organisations,9999,01/12/2016
Novozymes,II - In-house lobbyists and trade/business/professional associations,599999,01/12/2016
Association of Charity Lotteries in the EU (ACLEU),III - Non-governmental organisations,9999,01/12/2016
"First Solar, Inc (FSLR)",II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
European Transport Safety Council (ETSC),III - Non-governmental organisations,399999,01/12/2016
"Whitehouse Consultancy Ltd, The (Whitehouse)",I - Professional consultancies/law firms/self-employed consultants,299999,01/12/2016
Deutscher Caritasverband e. V. (DCV),III - Non-governmental organisations,399999,01/12/2016
EBO Worldwide Network ASBL (EBO WWN),III - Non-governmental organisations,9999,01/06/2016
European Climate Foundation (ECF),III - Non-governmental organisations,499999,01/12/2016
Federation of European Self Storage Associations (FEDESSA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Federation of Rural Tourism (Eurogites),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Conference of Peripheral Maritime Regions (CRPM) (CRPM - CPMR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1249999,01/12/2016
"AGFW | Der Energieeffizienzverband f™r W_rme, K_lte und KWK e. V. (AGFW)",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
APCO Worldwide,I - Professional consultancies/law firms/self-employed consultants,2749000,01/12/2016
Architects' Council of Europe (ACE),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Anitox Ltd. UK,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
Deutsches Aktieninstitut (DAI),II - In-house lobbyists and trade/business/professional associations,399999,01/02/2016
Confederation of Danish Employers (DA),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2016
Europe Analytica (EA),I - Professional consultancies/law firms/self-employed consultants,399999,01/10/2016
Deutscher Industrie- und Handelskammertag e.V. (DIHK),II - In-house lobbyists and trade/business/professional associations,2698000,01/12/2016
FEDUSTRIA,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
F_d_ration Francaise des Motards en Colère (FFMC),III - Non-governmental organisations,9999,01/12/2016
Borealis AG (Borealis),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
Arbeitsgemeinschaft berufsst_ndischer Versorgungseinrichtungen e.V. (ABV e.V.),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
Solvay SA,II - In-house lobbyists and trade/business/professional associations,1499999,01/12/2016
AGC Glass Europe (AGC),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
European Volunteer Centre (CEV) (CEV),III - Non-governmental organisations,199999,01/12/2016
European Power Plant Suppliers Association (EPPSA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
European Foundation Centre (EFC),III - Non-governmental organisations,24999,01/12/2016
KGHM Polska Mied_ S.A. (KGHM),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
European Radio Amateurs' Organization (EURAO),III - Non-governmental organisations,9999,01/12/2016
Snam S.p.A. (Snam S.p.A.),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Stichting Onderzoek Multinationale Ondernemingen (SOMO),III - Non-governmental organisations,199999,01/12/2016
UniCredit,II - In-house lobbyists and trade/business/professional associations,599999,01/12/2016
Dutch Produce Association (DPA),II - In-house lobbyists and trade/business/professional associations,9999,01/04/2016
Ordre des avocats du Barreau de Luxembourg (OBL),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
InterRecherche S.P.R.L. (InterRecherche),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
Swedish Bankersâ Association (SBA),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2016
European Biodiesel Board (EBB),II - In-house lobbyists and trade/business/professional associations,299999,01/01/2016
European Telecommunications Network Operators' Association (ETNO),II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2016
Finnish Energy - Energiateollisuus ry (ET),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Association of Consumer Credit Information Suppliers (ACCIS),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Magyar ægyv_di Kamara (MæK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Finance Norway (Finans Norge),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
International Credit Insurance & Surety Association (ICISA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
EUROPEAN TRADE UNION CONFEDERATION (ETUC),II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2016
DFS Deutsche Flugsicherung GmbH (DFS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
AMICE - Association of Mutual Insurers and Insurance Cooperatives in Europe (AMICE),II - In-house lobbyists and trade/business/professional associations,699999,01/12/2016
Association Occitanie Europe,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
European Federation Historic Aviation (EFHA),III - Non-governmental organisations,9999,01/01/2016
Landesvereinigung der Unternehmensverb_nde Nordrhein-Westfalen e.V. (unternehmer nrw),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Motion Picture Association (MPA),II - In-house lobbyists and trade/business/professional associations,799999,01/12/2016
EBU-UER,II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2016
BREIZ EUROPE,II - In-house lobbyists and trade/business/professional associations,299999,01/09/2016
Vereniging van de Nederlandse Chemische Industrie (VNCI),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
ELECTRICITE DE FRANCE (EDF),II - In-house lobbyists and trade/business/professional associations,2249999,01/12/2016
Conseil des Communes et R_gions d'Europe (CCRE),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",2249999,01/12/2016
European Noise Barrier Federation (ENBF),III - Non-governmental organisations,9999,01/12/2016
Eurofinas,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
COMITE POUR LA LIAISON EUROPEENNE TRANSALPINE LYON-TURIN (LA TRANSALPINE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Builders Confederation AISBL (EBC),II - In-house lobbyists and trade/business/professional associations,389000,01/12/2016
CFA Society of the UK (CFA UK),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2016
Global Alliance of Mental Illness Advocacy Networks (GAMIAN-Europe),III - Non-governmental organisations,9999,01/06/2016
Bundesnotarkammer (BNotK),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Landesnaturschutzverband Schleswig-Holstein e.V. (LNV) (LNV SH),III - Non-governmental organisations,24999,01/12/2016
European Heat Pump Association (EHPA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Open Gate Italia,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Maa- ja mets_taloustuottajain Keskusliitto _ Central Union of Agricultural Producers and Forest Owners (MTK),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
European University Continuing Education Network (EUCEN),III - Non-governmental organisations,499999,01/12/2016
The Brattle Group Limited,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
CBM,III - Non-governmental organisations,99999,01/12/2016
Confederation of Norwegian Enterprise (NHO),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Verband der pyrotechnischen Industrie (VPI),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Intellectual Property Lawyers' Association (IPLA),I - Professional consultancies/law firms/self-employed consultants,9999,01/10/2016
The Coca-Cola Company (Coca-Cola (NYSE: KO)),II - In-house lobbyists and trade/business/professional associations,672000,01/12/2016
European Coordination Via Campesina (ECVC),II - In-house lobbyists and trade/business/professional associations,548956,01/12/2016
EPTA - European Power Tool Association (EPTA),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Comit_ des Constructeurs Français d'Automobiles (CCFA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
European Network of Education Councils (EUNEC),III - Non-governmental organisations,24999,01/12/2016
European Foundation For Financial Inclusion (EUFFI),III - Non-governmental organisations,9999,01/12/2016
F_d_ration Nationale des Producteurs de Fruits (FNPF),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
KPN (KPN),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
